"rating-other-user-rating","point-scale","title","title href","display-name-link","display-name-link href","review-date","text","actions","actions href"
"7","/10","Intriguing Fantasy Tale","https://www.imdb.com/review/rw3150303/?ref_=tt_urv","larrys3","https://www.imdb.com/user/ur36422659/?ref_=tt_urv","28 December 2014","I can see I am in the minority here, but, to be honest, I found the film to be quite intriguing and exciting. I went into the movie ""cold"", not having read the novel by James Dashner or knowing very much about the plot. For me, this was the type of film that I knew if I just went with the flow and didn't try and look for all the holes in the story and script that I'd be better off.The way the film was presented by first time director Wes Ball was top notch, as I felt I was right there in the maze with the main characters. The obvious set-up for a sequel at the end of the movie didn't bother me too much as it seems like every movie of this type ""has to"" have at least one.In summary, I found this movie to be very absorbing and kept my interest throughout.","88 out of 104 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt1790864/rw3150303/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Entertaining Sci Fi Thriller","https://www.imdb.com/review/rw4585525/?ref_=tt_urv","tabuno","https://www.imdb.com/user/ur0972645/?ref_=tt_urv","16 January 2019","19 October 2014. The Maze Runner combines The Hunger Games (2012), Cube (1997), with Lord of the Flies (1990) into a rather fascinating mystery thriller for boys. For most of the movie, the consistency of theme and plot holds up well. The tension, the ever presence ominous sounds of the maze offers up a dread that is pervasively creepy. The stereotypical characters aren't usually overplayed and the over the top performances or plot points are mostly held back using instead more empathetic and humanistic portrayals.The ending seems like a cop out for a hoped for sequel unfortunately. And there a few moments that really do fall back into the stereotypical plot design. The humor however makes their appearances with to great effect though. This is more enjoyable movie than expected. It just misses out though being really innovative and can't quite break out of the mold of most of the other sci fi thrillers.","15 out of 16 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt1790864/rw4585525/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","A tense, entertaining film with enough thrills and drama to cover up its narrative inadequacies.","https://www.imdb.com/review/rw3084639/?ref_=tt_urv","shawneofthedead","https://www.imdb.com/user/ur48490287/?ref_=tt_urv","11 September 2014","It's rare for a big movie studio to trust the future of a potential blockbuster franchise to a brand-new director. You'd imagine that there would be just too much at stake when it came to translating James Dashner's series of best-selling dystopian novels to the silver screen. But it's easy to see why Wes Ball got the job - with this one film, he graduates from short films to blockbuster movies with flair to spare. Indeed, The Maze Runner is such a cool, confident and thrilling blend of action beats and character work that it's hard to believe Ball has never before commandeered a full- length feature film. It's true that the narrative gets a little away from him by the end, making less sense as more secrets are revealed. But this is more a problem with the source material than Ball's own skills as a director.Thomas (Dylan O'Brien) finds himself thrust rudely into the world of the Glade: a community of boys who have figured out how to live while encircled by a giant, constantly changing maze, within which dwell giant, boy-eating monsters known only as Grievers. Many of the boys, including benevolent pioneer Alby (Aml Ameen) and champion of the old ways Gally (Will Poulter), are content with just surviving day to day. Thomas winds up unsettling the entire camp with his refusal to follow the rules and determination to ask questions: he wants to explore the Maze with designated runners like Minho (Ki Hong Lee), and figure out a way to get free. Life in the camp gets more complicated when, weeks before the next boy is due to be sent up to the Glade, a girl in the form of Theresa (Kaya Scodelario) arrives instead.There's a lot of blockbuster potential to be squeezed out of this premise, and Ball does so quite wonderfully. The Maze encircling the Glade is a stonily grey, massive enclosure, and the Grievers - when the boys encounter them in increasingly close quarters - are odd marvels made as much of machine as flesh. Ball cuts scenes of great, heart-stopping tension together masterfully: whether it's Thomas running through walls that are fast closing in on him, or Thomas and Minho trying to outrun a Griever while burdened with an unconscious Alby.The film even finds some welcome dramatic depth in this strange little community of lost boys in the Glade - Thomas' growing antagonism with Gally is balanced against the mutual respect he and Newt (Thomas Brodie-Sangster) develop for each other, and the brotherly connection that he forges with the adorable Chuck (Blake Cooper). The politics of the situation is fascinating as well: as much as The Maze Runner is about, well, running for your life in a giant maze, it also raises big questions about identity and integrity. Is safety and security worth giving up your right to information and choice?What works less well is the secret around which the Glade is constructed. As viewers, we aren't given a whole lot of answers about why the Glade and the Maze exists, nor do we get many explanations as to why Thomas is so different and insatiably curious. But the ones we do get - all centred around the mysterious, severe figure of Ava Paige (Patricia Clarkson) in some kind of control centre - oddly render the film and its characters less, rather than more, interesting. It's a strangely deflating experience to have the film's rich ethical dilemmas and intense action sequences give way to an underlying dystopian narrative that isn't really all that compelling.Nevertheless, The Maze Runner remains quite an accomplishment. It's an assured, impressive debut for Ball, one with enough electric tension and moody drama to intrigue throughout its running time. His young cast is fully capable of carrying their own weight, with Poulter - morphing from comic sidekick in We're The Millers into hateful adversary here - the standout. Its story collapses a little into itself as it hurtles towards its climax, but Ball's work is quite enough to leave viewers excited by the prospect of the inevitable sequel.","209 out of 339 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt1790864/rw3084639/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Great concept, mediocre execution","https://www.imdb.com/review/rw3132537/?ref_=tt_urv","the_real_smile","https://www.imdb.com/user/ur3845724/?ref_=tt_urv","29 November 2014","Wow, I really anticipated on this movie, suspense, action, the unknown, it all sounds very exciting. Now I must say that I have seen some very good movies and series round this theme that may influence my judgment, for example The Cube (1 - 3), Persons Unknown, Saw, etc. all have a person or group of persons who don't know how they get there or how to get away. How is it possible that those movies, some dating from 1997, are so much better then a 2014 movie? And being almost 2 hours long, how come so little happens in those 2 hours? Some reviewers already mentioned the contradictory and illogical elements in this movie, and yes, this does this movie, with such much potential, not much good, it's just annoying to see them not try what is so logic. The movie is entertaining, but leaves you very unsatisfied.","136 out of 223 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt1790864/rw3132537/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"8","/10","Awesome","https://www.imdb.com/review/rw3139736/?ref_=tt_urv","digdog-785-717538","https://www.imdb.com/user/ur23501644/?ref_=tt_urv","11 December 2014","what can i say. i LOVED this film. yeah sure, it has a *few* weak points and maybe a plot hole or two. And the acting is barebones, these are kids, not Cyrano De Bergerac or Mephistofele, but boy the film is well done.I mistakenly googled the film's name before it was over, and disappointed myself to learn that it's just the first of three parts, so it means waiting another 2-3 years for the other two films, but that means also that i have something to look forward to.Now, i normally like more ""profound"" films, but for once, i really enjoyed this sci-fi romp and no, it's nothing like Twilight. A couple of the characters (Gally, Chuck) are phoned in, but then again, how would you write this kind of plot without these characters getting thrown in?So the film is a very pleasant, well paced, well directed, reasonably well acted, decently scored, great .. well, nice CGI, entertaining film that will please just about every audience there is, without being horribly commercial, soppy and cliché.I haven't had this much fun in a long while - although i gotta say Edge OF Tomorrow was just as good.My final vote - a very solid 8/10, and I'm wishing for parts 2 and 3 ASAP.","158 out of 247 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt1790864/rw3139736/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"6","/10","Good, but could easilly be better","https://www.imdb.com/review/rw3128973/?ref_=tt_urv","tinovalkki","https://www.imdb.com/user/ur27489718/?ref_=tt_urv","22 November 2014","Although The Maze Runner story isn't one of the brilliants I have seen, it is interesting enough to satisfy my interest. Opening scene is intriguing and wakes your interest to wait to see what to come. Story itself is many times seen in various movies, but citation to such movies as Cube and TV- shows like Lost keeps you interest awake about what to come. Biggest problem is the movie casting. Thomas (Dylan O'Brien) is interesting character enough, but Will Boultier as villain of story is too lame personality. And somehow I don't understand the meaning of Teresa's (Kaya Scolecario) character who seem to pointless for the whole story. Maybe her role for the story grows and clears at the forthcoming movies. Sequel is coming next fall. After all great scenery combined with intensive storytelling is fresh enough to bring this movie a little bit more interesting, than most of those Hollywood's post-apocalyptic serial productions these days. I stay wait sequel with great interest.","51 out of 78 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt1790864/rw3128973/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Far superior than rest of post-apocalyptic YA adapts","https://www.imdb.com/review/rw3138597/?ref_=tt_urv","ArchonCinemaReviews","https://www.imdb.com/user/ur53968709/?ref_=tt_urv","9 December 2014","The film The Maze Runner is based off the three book series written by author James Dashner.As post-apocalyptic films adapted from YA novels go, and there have been many, The Maze Runner might be the most successful of the 2014 year.The film opens on a young teen, seemingly kidnapped against his will and unclear of what he is doing. His body, limp on the floor of a openly woven caged box, rises up to the sun and grass where he promptly meets a crowd of his peers, all male. Talking with them he discovers he is exactly like them, unknowingly in this location, his memory erased with only his name available to him, it is Thomas.He soon discovers the grassy area's perimeter is completely encapsulated by steeply high concrete walls, beyond which is a maze. The goal is to figure out the maze as it is the only way to freedom.The Maze Runner uses young up-and-comer actors and actresses rather than the obvious and nepotistic decision. Dylan O'Brien does a superb job as the newbie Thomas and Aml Ameen is especially captivating as the leader of the stranded survivors Alby. The primarily British young actors also do a splendid job of masking their native accents for a neutrally American vocal pattern.Further, Wes Ball's direction of The Maze Runner has a clear vision as it emulates a vastly PG-er Lord of the Flies vibe. The beauty of the film is its simplicity. Since the children and teens are locked in an experimental cage, there is no need for monotonous information delivery regarding the futuristic world. There's no futuristic dialect, class system, government changes or anything of the type.","37 out of 57 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt1790864/rw3138597/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"8","/10","Surprisingly Good","https://www.imdb.com/review/rw3346968/?ref_=tt_urv","claudio_carvalho","https://www.imdb.com/user/ur2488512/?ref_=tt_urv","1 November 2015","A teenager (Dylan O'Brien) awakes in an underground cargo elevator with amnesia. He arrives at a primitive culture called The Glade with teenagers and boys, surrounded by huge walls, and he is welcomed by the leader Alby (Aml Ameen) that explains that his memory will return in a couple of days. Alby tells that all of them have passed by the same process and now they survive working in their own agriculture plus the supplies provided by the elevator once a month. Further, a new boy is always brought in the elevator. The teenager sees a breach on the wall and Alby explains that only runners succeed in crossing trying to find a means of escape since there is a maze around the walls and the dangerous Grievers that hunt them down. When Alby is stung by a Griver, he brings him back to the community. He is bullied by the strong Gally (Will Poulter) and they fight. He hits his head on the floor and recalls his name, Thomas. Soon Thomas becomes a runner with his partner Minho (Ki Hong Lee) and they explore the maze together and find a possible way out. Meanwhile a girl called Teresa (Kaya Scodelario) arrives in the elevator with the note ""she is the last one ever"" and two syringes; further she knows him. Thomas decides to use one syringe in Alby and he recovers. However that night the breach on the wall is not closed and The Grivers invade The Glade killing the boys. Will Thomas and his friends survive? Will they find a way out from The Glade? Who is keeping them in that place?""Maze Runner"" is a surprisingly good film, with mystery, action and sci-fi with wonderful special effects. The plot has many surprises and the young cast has great performance. Dylan O'Brien and the British- Brazilian Kaya Scodelario are excellent and show a perfect chemistry. The twists in the end are totally unexpected. My vote is eight.Title (Brazil): ""Maze Runner: Correr ou Morrer"" (""Maze Runner: Run or Die"")","15 out of 23 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt1790864/rw3346968/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"6","/10","Cube for kids","https://www.imdb.com/review/rw3213705/?ref_=tt_urv","BA_Harrison","https://www.imdb.com/user/ur0945066/?ref_=tt_urv","3 April 2015","My immediate thought while watching The Maze Runner was just how close the whole premise was to Vincent Natali's sci-fi horror Cube (1997), both films featuring a group of people who wake to find themselves in a strange environment with no memory of how they got there. The big difference is that, where Cube was a brilliantly executed low-budget thriller with nail-biting tension and a thought provoking ambiguous climax, The Maze Runner is a mega-budget blockbuster that, for much of its running time, moves like molasses, and which ends leaving questions that we know will be answered, just so long as we shell out more cash to see the next couple of instalments.Obviously, at 47 I'm not exactly in the intended demographic for this film, but I do feel that this one missed the opportunity to be a hugely entertaining adventure for all ages. When the characters are in the maze, running for their lives from the grievers (metallic insectoid monsters), or dodging the changing architecture, the film is actually very enjoyable, but far too much time is spent in the relative safety of 'the glade', the idyllic green area at the centre of the maze where the boys first wake up. With my son currently reading the series of books, it's almost certain that I'll have to watch the sequels; I just hope that they make it a little more exciting next time around (and don't cut the film to reduce the UK rating to a 12 certificate. Grrrrrr!).5.5/10, rounded up to 6 for IMDb.","20 out of 29 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt1790864/rw3213705/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Is It Greeny on the Other Side","https://www.imdb.com/review/rw3316410/?ref_=tt_urv","ThomasDrufke","https://www.imdb.com/user/ur39517558/?ref_=tt_urv","13 September 2015","For a film that is budgeted at merely 34 million dollars, this film visually looks really good. For comparison, Fantastic Four had a budget of 120 million and the effects and so called 'set pieces' were awful. This is one of the biggest problems with Hollywood, but that's a discussion for another day. The Maze Runner is actually a surprisingly entertaining movie. For an age in which the medium is flooded with young adult novels and movies, the film feels fresh and isn't overwhelmed by clichés like so many others are.It's led by a relatively unknown cast. Dylan O'Brien, from Teen Wolf fame, is thrown into a maze structure along with a few dozen other young men who soon find there is more to the maze than they were led to believe. Let me be the first to say I think O'Brien has some chops and definitely has a future in this business. The role doesn't require a ton of range, but I think he proved he can lead a huge action film, and not many actors can say that. The writing itself I thought could have been a little smarter and more mature. Will Poulter, who played a much different character in We're The Millers, was solid in the role that was given to him. But the writing had him doing some really stupid things and was full of forced dialogue I felt.With that being said, the mythology behind the story is pretty interesting. And they made the film into a more traditional monster film than I'm sure the book originally called for, but it really works. The horror element to the film was by far the most intriguing, and had the biggest payoff. The 'Greavers' also proved to be pretty terrifying, something I didn't think I would say about a film with a bunch of teenagers. So I really only watched this because I'm probably going to see the sequel this weekend, and i ended up enjoying the movie. Plus, having Littlefinger as the next villain gets me pretty excited.+Monster flick+Surprisingly well acted+Suspensful-Some stupid dialogue7.2/10","19 out of 29 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt1790864/rw3316410/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
